지점,지점명,일시,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),현지기압(hPa),일조(hr),적설(cm),전운량(10분위),지면상태(지면상태코드),지면온도(°C)
238,금산,2022-03-14 18:00,9.6,2.3,2,270,88,990.3,0,,10,,10.6
238,금산,2022-03-14 19:00,8.9,,1.5,290,91,990.6,0,,9,,9.5
238,금산,2022-03-14 20:00,8.6,,2.1,290,89,991.2,,,9,,8.9
238,금산,2022-03-14 21:00,8.2,,2.3,270,84,992,,,9,,7.4
238,금산,2022-03-14 22:00,7.1,,1.2,270,83,992.1,,,9,,5.6
238,금산,2022-03-14 23:00,6.9,,1,290,82,993,,,6,,5.6
238,금산,2022-03-15 00:00,6.5,,1.5,250,84,993.1,,,9,,6.3
238,금산,2022-03-15 01:00,5.9,,1.2,270,85,993.8,,,9,,6
238,금산,2022-03-15 02:00,5.3,,1.2,250,81,994.3,,,0,,5.1
238,금산,2022-03-15 03:00,4.7,,.8,250,85,993.7,,,9,,4.4
238,금산,2022-03-15 04:00,4.1,,.1,0,87,993.5,,,1,,3.7
238,금산,2022-03-15 05:00,3.1,,.6,290,89,993.7,,,8,,2.7
238,금산,2022-03-15 06:00,1.8,,0,0,94,994.3,,,0,,1.6
238,금산,2022-03-15 07:00,1,,.3,0,97,994.6,0,,9,,1.2
238,금산,2022-03-15 08:00,2.7,,.6,160,92,995.2,.3,,6,,3.5
238,금산,2022-03-15 09:00,5.3,,.9,110,79,995.7,1,,3,,6
238,금산,2022-03-15 10:00,7,,.9,70,73,995.6,1,,0,,14.5
238,금산,2022-03-15 11:00,9.7,,1.2,110,58,994.8,1,,0,,21.2
238,금산,2022-03-15 12:00,12,,1.1,50,50,993.6,1,,0,,24.7
238,금산,2022-03-15 13:00,15.4,,1.4,320,36,992.4,1,,0,,25.9
238,금산,2022-03-15 14:00,16.6,,1.1,20,28,991.4,1,,0,,26.4
238,금산,2022-03-15 15:00,17.9,,1.9,320,26,991,1,,0,,24.2
238,금산,2022-03-15 16:00,17.1,,2.9,340,45,991.1,1,,0,,20.4
238,금산,2022-03-15 17:00,15.6,,2.1,320,53,991.2,1,,0,,16.6
238,금산,2022-03-15 18:00,14.5,,1.4,340,54,991.4,.9,,0,,12.2
238,금산,2022-03-15 19:00,12.5,,.6,250,66,991.6,0,,5,,9.7
238,금산,2022-03-15 20:00,12.1,,.7,110,65,991.5,,,10,,9
238,금산,2022-03-15 21:00,10.2,,.7,290,75,992.2,,,6,,7.9
238,금산,2022-03-15 22:00,8.7,,.5,360,79,992.4,,,1,,6.1
238,금산,2022-03-15 23:00,7.1,,1.2,270,84,993,,,0,,4.9
238,금산,2022-03-16 00:00,5.6,,.4,0,86,993.2,,,0,,4
238,금산,2022-03-16 01:00,5.9,,.6,70,88,993,,,0,,3.4
238,금산,2022-03-16 02:00,4.1,,.5,270,93,993.4,,,0,,2.9
238,금산,2022-03-16 03:00,3.4,,0,0,95,993.3,,,0,,2.1
238,금산,2022-03-16 04:00,3.1,,0,0,97,992.9,,,0,,1.6
238,금산,2022-03-16 05:00,2,,.5,290,97,993.6,,,0,,1.2
238,금산,2022-03-16 06:00,1.4,,.1,0,98,994.2,,,0,,.6
238,금산,2022-03-16 07:00,.7,,.6,320,98,994.5,0,,6,,.9
238,금산,2022-03-16 08:00,2.3,,.6,160,100,995.2,0,,2,,3.6
238,금산,2022-03-16 09:00,5.6,,.7,340,90,995.5,1,,0,,6.2
238,금산,2022-03-16 10:00,10.4,,.6,360,67,996.3,1,,0,,15.5
238,금산,2022-03-16 11:00,14.6,,1.2,340,40,996.4,1,,1,,21.4
238,금산,2022-03-16 12:00,15.7,,1,140,30,995.2,1,,6,,25.2
238,금산,2022-03-16 13:00,17.6,,.3,0,30,994.5,1,,0,,27.6
238,금산,2022-03-16 14:00,19,,.9,360,25,994.1,1,,0,,27
238,금산,2022-03-16 15:00,20,,2.3,320,25,993.3,1,,2,,25.2
238,금산,2022-03-16 16:00,19.8,,2,320,23,993.3,1,,7,,21.3
238,금산,2022-03-16 17:00,18.5,,1.9,340,28,994.1,1,,7,,16.9
238,금산,2022-03-16 18:00,16.7,,1.7,360,38,995,.1,,8,,12.7
238,금산,2022-03-16 19:00,15.2,,.5,270,44,995.5,0,,9,,10.5
238,금산,2022-03-16 20:00,12.8,,1.1,270,57,995.9,,,5,,9.2
238,금산,2022-03-16 21:00,11.7,,1.2,270,61,997.1,,,8,,8.4
238,금산,2022-03-16 22:00,11.3,,.6,270,62,997.6,,,8,,8.2
238,금산,2022-03-16 23:00,10,,.6,270,69,997.6,,,7,,6.8
238,금산,2022-03-17 00:00,8.9,,.1,0,72,997.3,,,4,,6.2
238,금산,2022-03-17 01:00,9,,.1,0,72,997.8,,,10,,6.3
238,금산,2022-03-17 02:00,8.9,,.2,0,76,998.6,,,10,,6.8
238,금산,2022-03-17 03:00,8.6,,.4,0,77,998.9,,,10,,7.1
238,금산,2022-03-17 04:00,8.9,,.1,0,75,997.9,,,10,,7.3
238,금산,2022-03-17 05:00,8.8,,.8,230,77,997.6,,,10,,7.2
238,금산,2022-03-17 06:00,8.7,,.7,50,78,998.5,,,10,,7.1
238,금산,2022-03-17 07:00,8.7,,.7,160,78,998.6,0,,10,,7.3
238,금산,2022-03-17 08:00,8.4,,.8,290,81,999.6,0,,10,,7.7
238,금산,2022-03-17 09:00,9.6,0,.4,0,77,999.4,0,,10,,8.5
238,금산,2022-03-17 10:00,9.8,,1,200,78,999.5,0,,10,,9
238,금산,2022-03-17 11:00,9.8,,1.1,110,80,999.5,0,,10,,10.9
238,금산,2022-03-17 12:00,9.6,.6,1.3,160,85,999.1,0,,10,,11.2
238,금산,2022-03-17 13:00,9.5,,1,160,86,998.6,0,,10,,10.7
238,금산,2022-03-17 14:00,9.3,,.9,110,90,998.1,0,,10,,10.4
238,금산,2022-03-17 15:00,9,2.4,.9,140,94,997.6,0,,10,,10.2
238,금산,2022-03-17 16:00,9,,1.1,140,94,997.6,0,,10,,9.8
238,금산,2022-03-17 17:00,9,,1.8,110,90,997,0,,10,,9.3
238,금산,2022-03-17 18:00,8.6,1.2,2.9,110,88,997,0,,10,,8.6
238,금산,2022-03-17 19:00,8.2,,3.5,110,87,997,0,,10,,7.9
238,금산,2022-03-17 20:00,7.3,,2.9,110,91,996.5,,,10,,7.4
238,금산,2022-03-17 21:00,6.9,1.3,3,110,90,996.4,,,10,,7
238,금산,2022-03-17 22:00,6.6,,2.9,90,90,996.1,,,10,,6.7
238,금산,2022-03-17 23:00,6.4,,1.9,90,90,995.6,,,10,,6.6
238,금산,2022-03-18 00:00,6.3,1.8,1.7,90,90,994.7,,,10,,6.5
238,금산,2022-03-18 01:00,6,,1.7,110,91,993.6,,,10,,6.3
238,금산,2022-03-18 02:00,6.1,,1.8,90,89,992.7,,,10,,6.2
238,금산,2022-03-18 03:00,6.1,1.6,1.7,90,89,991.7,,,10,,6.1
238,금산,2022-03-18 04:00,6.1,,1.5,110,89,990.9,,,10,,6.1
238,금산,2022-03-18 05:00,6.1,,1.1,90,88,990.2,,,10,,6.1
238,금산,2022-03-18 06:00,6,.7,1.5,110,87,990.3,,,10,,6
238,금산,2022-03-18 07:00,5.9,,1,110,86,990.3,0,,10,,6
238,금산,2022-03-18 08:00,6,,1.8,110,82,990.6,0,,9,,6.1
238,금산,2022-03-18 09:00,6.3,0,2,110,83,990.4,0,,10,,7.6
238,금산,2022-03-18 10:00,5.8,,2.9,90,82,991.1,0,,10,,7
238,금산,2022-03-18 11:00,6.2,,2.2,110,85,990.3,0,,10,,9.4
238,금산,2022-03-18 12:00,7.2,.2,2.2,90,75,989.4,0,,9,,10.7
238,금산,2022-03-18 13:00,7.6,,2.2,110,72,988.6,0,,9,,10.8
238,금산,2022-03-18 14:00,7.6,,2.1,70,70,988.4,0,,10,,9.5
238,금산,2022-03-18 15:00,7.8,,2.2,90,70,988.1,0,,9,,9.3
238,금산,2022-03-18 16:00,7.5,,3,110,71,987.7,0,,9,,9.2
238,금산,2022-03-18 17:00,7.3,,1.5,110,72,987.7,0,,10,,7.8
238,금산,2022-03-18 18:00,6.2,.7,1.4,110,83,988.1,0,,10,,6.9
238,금산,2022-03-18 19:00,5.4,,1.4,90,88,987.4,0,,10,,6.3
238,금산,2022-03-18 20:00,5.1,,1.5,110,87,987.8,,,9,,5.9
238,금산,2022-03-18 21:00,4.9,1.7,.9,90,84,987.5,,,10,,5.8
238,금산,2022-03-18 22:00,4.8,,.9,140,82,988.5,,,8,,5.5
238,금산,2022-03-18 23:00,4.6,,1.2,140,80,987.9,,,3,,5.3
238,금산,2022-03-19 00:00,4.2,0,1.1,160,86,987.4,,,10,,5.1
238,금산,2022-03-19 01:00,3.8,,.9,140,93,986.8,,,10,,5
238,금산,2022-03-19 02:00,3.5,,1.2,200,95,986.8,,,10,,4.6
238,금산,2022-03-19 03:00,2.8,2.6,1.2,140,94,986.3,,,10,,4.3
238,금산,2022-03-19 04:00,2.7,,1.4,110,96,985.8,,,10,,4.3
238,금산,2022-03-19 05:00,2.8,,1.4,140,97,985.2,,,10,,4.3
238,금산,2022-03-19 06:00,2.8,1.9,1.1,110,98,984.5,,,10,,4.3
238,금산,2022-03-19 07:00,3.4,,1,110,98,984.5,0,,9,,4.5
238,금산,2022-03-19 08:00,3.6,,1.7,160,96,984.6,0,,9,,4.7
238,금산,2022-03-19 09:00,3.6,5,.5,180,95,984.9,0,,8,,5.2
238,금산,2022-03-19 10:00,3.8,,.8,20,97,985.6,0,,10,,5.7
238,금산,2022-03-19 11:00,4.3,,1.2,290,88,985.6,0,,10,,6.9
238,금산,2022-03-19 12:00,4.3,1.4,1.8,270,88,986.3,0,,9,,7.2
238,금산,2022-03-19 13:00,3.9,,2.1,270,84,987.4,0,,9,,6.6
238,금산,2022-03-19 14:00,4.4,,2.3,290,81,988,0,,10,,8.9
238,금산,2022-03-19 15:00,3.7,.4,2.1,320,85,988.4,0,,10,,6.8
238,금산,2022-03-19 16:00,5.3,,1.2,320,77,989.2,.2,,10,,10.8
238,금산,2022-03-19 17:00,4.8,,.9,290,74,990,0,,9,,7.1
238,금산,2022-03-19 18:00,4.4,0,.5,290,76,990.9,0,,10,,5.8
238,금산,2022-03-19 19:00,3.9,,.3,0,82,991.1,0,,10,,5.1
238,금산,2022-03-19 20:00,3.7,,.5,340,86,991.5,,,9,,4.7
238,금산,2022-03-19 21:00,3.1,,.9,200,90,992.5,,,8,,3.5
238,금산,2022-03-19 22:00,2.4,,.2,0,92,993.1,,,8,,2.4
238,금산,2022-03-19 23:00,2,,.3,0,97,993.8,,,1,,3
238,금산,2022-03-20 00:00,2.1,,.2,0,97,994.7,,,9,,3.3
238,금산,2022-03-20 01:00,1.6,,.5,200,97,995.2,,,1,,2
238,금산,2022-03-20 02:00,1,,.6,90,96,995.7,,,6,,.8
238,금산,2022-03-20 03:00,.2,,.5,320,99,996.5,,,6,,1.1
238,금산,2022-03-20 04:00,.3,,.3,0,100,996.5,,,9,,2
238,금산,2022-03-20 05:00,.5,,.6,110,100,996.5,,,9,,1.8
238,금산,2022-03-20 06:00,.7,,.2,0,100,996.6,,,9,,2.4
238,금산,2022-03-20 07:00,.8,,.6,270,100,997.6,0,,10,,2.6
238,금산,2022-03-20 08:00,1,,.3,0,100,998.7,0,,9,,3.2
238,금산,2022-03-20 09:00,2.3,,.2,0,96,999.4,0,,9,,6.7
238,금산,2022-03-20 10:00,4.1,,.3,0,85,999.1,0,,9,,9.3
238,금산,2022-03-20 11:00,5.6,,1.1,250,74,998.7,0,,10,,10.3
238,금산,2022-03-20 12:00,5.9,,1.6,250,70,998,0,,10,,10.6
238,금산,2022-03-20 13:00,6.5,,1,200,65,997.4,0,,10,,12.2
238,금산,2022-03-20 14:00,7.6,,1.9,230,61,996.8,.4,,10,,16.4
238,금산,2022-03-20 15:00,7.8,,1.4,290,56,996.7,.3,,10,,14.4
238,금산,2022-03-20 16:00,7.9,,1.7,270,55,996.3,.2,,10,,11.8
238,금산,2022-03-20 17:00,7.6,,2.5,290,58,996.5,.4,,9,,10.6
238,금산,2022-03-20 18:00,6.7,,2.6,250,62,997.3,0,,8,,7.4
238,금산,2022-03-20 19:00,5.5,,2.1,270,69,998.4,0,,9,,5
238,금산,2022-03-20 20:00,4.4,,2.4,270,69,999.4,,,9,,3.8
238,금산,2022-03-20 21:00,3.5,,1.8,270,71,1000.3,,,9,,2.8
238,금산,2022-03-20 22:00,3,,1.4,250,70,1000.8,,,10,,2.2
238,금산,2022-03-20 23:00,2.1,,.5,270,75,1001.1,,,8,,1.3
238,금산,2022-03-21 00:00,.7,,.5,290,84,1001.8,,,8,,.6
238,금산,2022-03-21 01:00,.2,,.2,0,88,1002.2,,,,,.4
238,금산,2022-03-21 02:00,-.6,,.3,0,92,1002.7,,,9,,.3
238,금산,2022-03-21 03:00,-.8,,.2,0,92,1002.8,,,9,,.3
238,금산,2022-03-21 04:00,-1.1,,.4,0,94,1002.8,,,9,,.3
238,금산,2022-03-21 05:00,-1.6,,.3,0,95,1002.7,,,10,,.3
238,금산,2022-03-21 06:00,-1.8,,.5,270,96,1003.1,,,7,,.2
238,금산,2022-03-21 07:00,-2.1,,.4,0,97,1003.9,0,,4,,.2
238,금산,2022-03-21 08:00,-.7,,.3,0,92,1004.3,.8,,0,,.7
238,금산,2022-03-21 09:00,2.3,,1,110,78,1003.9,1,,0,,1.4
238,금산,2022-03-21 10:00,4.9,,.9,200,54,1003.7,1,,0,,12.1
238,금산,2022-03-21 11:00,7.3,,1.3,290,37,1004,1,,7,,18.4
238,금산,2022-03-21 12:00,9.7,,.8,200,26,1003,1,,8,,21.4
238,금산,2022-03-21 13:00,11.1,,.5,320,26,1001.5,1,,7,,22.3
238,금산,2022-03-21 14:00,11.2,,1.6,230,26,1000.6,1,,7,,22.3
238,금산,2022-03-21 15:00,12.4,,.8,360,24,1000,1,,7,,19.7
238,금산,2022-03-21 16:00,12,,2.2,340,28,1000.1,.5,,8,,15.1
238,금산,2022-03-21 17:00,10.8,,2,320,30,1000.2,0,,10,,10.9
238,금산,2022-03-21 18:00,9.9,,1.1,290,37,999.8,0,,10,,8.5
238,금산,2022-03-21 19:00,9,,.6,270,39,1000,0,,10,,7.1
238,금산,2022-03-21 20:00,7.8,,.2,0,47,1000.3,,,10,,6.4
238,금산,2022-03-21 21:00,7.5,,.7,290,47,1001.3,,,10,,5.7
238,금산,2022-03-21 22:00,6.6,,.9,320,46,1001.2,,,10,,5
238,금산,2022-03-21 23:00,6,,1.3,320,36,1001.7,,,10,,4.2
238,금산,2022-03-22 00:00,5.1,,.8,270,40,1001.3,,,10,,3.9
238,금산,2022-03-22 01:00,4.4,,.9,290,47,1000.8,,,,,3.3
238,금산,2022-03-22 02:00,3.9,,1.2,290,47,1001.2,,,8,,2.4
238,금산,2022-03-22 03:00,3.3,,1.2,290,49,1001.2,,,10,,1.8
238,금산,2022-03-22 04:00,1.4,,1.1,270,65,1000.9,,,6,,.5
238,금산,2022-03-22 05:00,.4,,.4,0,69,1001.2,,,6,,.1
238,금산,2022-03-22 06:00,0,,.1,0,72,1001.6,,,8,,.3
238,금산,2022-03-22 07:00,-.5,,.2,0,76,1001.8,0,,7,,.5
238,금산,2022-03-22 08:00,1.4,,.2,0,70,1002,.4,,6,,1.2
238,금산,2022-03-22 09:00,4.7,,.5,110,57,1002.6,1,,6,,5.1
238,금산,2022-03-22 10:00,7.3,,1,340,44,1002.3,.9,,8,,11
238,금산,2022-03-22 11:00,9.1,,2.1,360,37,1002.1,1,,6,,18
238,금산,2022-03-22 12:00,9.8,,2.9,360,27,1001.7,1,,3,,20.9
238,금산,2022-03-22 13:00,10.8,,2.5,360,30,1001.1,1,,2,,23
238,금산,2022-03-22 14:00,12,,1.8,340,30,999.7,1,,0,,23.8
238,금산,2022-03-22 15:00,11.9,,2.2,340,26,998.9,1,,4,,21.7
238,금산,2022-03-22 16:00,12.5,,1.1,160,27,999,1,,5,,20
238,금산,2022-03-22 17:00,11.9,,1.1,50,28,997.8,.8,,6,,14.5
238,금산,2022-03-22 18:00,11.6,,.9,90,25,997.7,.6,,7,,10.5
238,금산,2022-03-22 19:00,8.2,,1.3,270,50,998.4,0,,5,,6.6
238,금산,2022-03-22 20:00,6.4,,.5,230,54,999.1,,,5,,4.8
238,금산,2022-03-22 21:00,4.7,,.3,0,62,999.6,,,6,,3.5
238,금산,2022-03-22 22:00,3.4,,.3,0,66,998.8,,,6,,2.4
238,금산,2022-03-22 23:00,3.2,,1.1,270,67,999.3,,,1,,1.7
238,금산,2022-03-23 00:00,2.5,,.5,160,71,999.4,,,2,,1.1
238,금산,2022-03-23 01:00,1.5,,.2,0,77,999.6,,,6,,.9
238,금산,2022-03-23 02:00,1.4,,.2,0,79,999.5,,,5,,.9
238,금산,2022-03-23 03:00,1,,.4,0,82,999.3,,,9,,1.1
238,금산,2022-03-23 04:00,.6,,.5,270,84,998.4,,,10,,1.4
238,금산,2022-03-23 05:00,.6,,.3,0,84,998.4,,,10,,1.7
238,금산,2022-03-23 06:00,.8,,.6,290,85,998.2,,,10,,2
238,금산,2022-03-23 07:00,1.1,,.1,0,85,998.6,0,,10,,2.3
238,금산,2022-03-23 08:00,1.8,,.1,0,82,998.1,0,,10,,3.2
238,금산,2022-03-23 09:00,2.4,,.6,290,79,997.8,0,,10,,4.3
238,금산,2022-03-23 10:00,4.4,,.3,0,73,997.9,0,,,,7.1
238,금산,2022-03-23 11:00,5.8,,.6,110,69,998,0,,0,,9
238,금산,2022-03-23 12:00,8.9,,1,200,47,997,.2,,8,,16.4
238,금산,2022-03-23 13:00,9.4,,2.4,290,41,996.6,0,,10,,14.6
238,금산,2022-03-23 14:00,9.6,,2.7,320,49,995.9,.2,,9,,16.2
238,금산,2022-03-23 15:00,9.1,,2.3,320,42,995.9,0,,9,,11
238,금산,2022-03-23 16:00,8.8,,2.8,290,43,996,0,,9,,9.3
238,금산,2022-03-23 17:00,9.3,,2.2,250,39,995.4,.3,,7,,11
238,금산,2022-03-23 18:00,8.4,,1.3,270,43,995.3,.5,,0,,7.6
238,금산,2022-03-23 19:00,6.9,,1.4,290,47,995.7,0,,3,,4.5
238,금산,2022-03-23 20:00,5.2,,.8,250,59,996.3,,,0,,2.9
238,금산,2022-03-23 21:00,4.6,,.4,0,64,996.4,,,0,,1.8
238,금산,2022-03-23 22:00,2.4,,.1,0,75,996.9,,,0,,1
238,금산,2022-03-23 23:00,1.7,,.1,0,80,997.6,,,0,,.5
238,금산,2022-03-24 00:00,.8,,.2,0,83,998.1,,,0,,.6
238,금산,2022-03-24 01:00,0,,.3,0,87,997.9,,,0,,.4
238,금산,2022-03-24 02:00,-.7,,.5,270,90,998.5,,,0,,.3
238,금산,2022-03-24 03:00,-1.1,,.5,320,90,998,,,0,,.2
238,금산,2022-03-24 04:00,-1.5,,.2,0,92,997.5,,,0,,.1
238,금산,2022-03-24 05:00,-1.7,,.5,250,93,997.5,,,1,,0
238,금산,2022-03-24 06:00,-1.9,,.1,0,93,998.3,,,1,,-.2
238,금산,2022-03-24 07:00,-1.6,,0,0,94,999.2,,,6,,.1
238,금산,2022-03-24 08:00,-.1,,0,0,88,999.3,,,9,,.6
238,금산,2022-03-24 09:00,2.1,,.4,0,81,999.2,,,9,,3.2
238,금산,2022-03-24 10:00,6.7,,.5,140,61,999.6,,,6,,13.3
238,금산,2022-03-24 11:00,11.3,,.6,340,49,999.6,,,7,,16.2
238,금산,2022-03-24 12:00,13.3,,1.7,160,45,999.3,,,7,,24.2
238,금산,2022-03-24 13:00,14.8,,3.2,290,43,999.3,,,7,,23.5
238,금산,2022-03-24 14:00,15.8,,2.2,270,41,998.9,,,7,,24.3
238,금산,2022-03-24 15:00,,,,,,,,,0,,
238,금산,2022-03-24 16:00,,,1.8,320,,,,,0,,20.6
238,금산,2022-03-24 17:00,14.6,,1.8,270,45,997.4,,,2,,16.6
238,금산,2022-03-24 18:00,13.8,,.8,290,49,997.2,,,7,,12.8
238,금산,2022-03-24 19:00,11.6,,.4,0,57,998.1,,,0,,8.7
238,금산,2022-03-24 20:00,8.8,,.9,270,70,999.6,,,4,,6.7
238,금산,2022-03-24 21:00,7.4,,1,270,76,1000,,,2,,5.5
238,금산,2022-03-24 22:00,6.3,,.7,250,81,1000.8,,,5,,5
238,금산,2022-03-24 23:00,6.1,,.2,0,82,1000.6,,,10,,4.8
238,금산,2022-03-25 00:00,5.5,,.3,0,85,1000.6,,,10,,4.5
238,금산,2022-03-25 01:00,4.7,,.3,0,89,999.3,,,10,,4.3
238,금산,2022-03-25 02:00,4.4,,.4,0,90,999,,,10,,4.1
238,금산,2022-03-25 03:00,5.3,,.9,160,86,1000.2,,,10,,4.1
238,금산,2022-03-25 04:00,4.5,,.4,0,89,999.6,,,10,,3.8
238,금산,2022-03-25 05:00,3.7,,.2,0,93,999.2,,,10,,3.3
238,금산,2022-03-25 06:00,3.2,,0,0,94,998.8,,,10,,3
238,금산,2022-03-25 07:00,2.8,,1.2,270,95,999,0,,10,,3
238,금산,2022-03-25 08:00,4.9,,.9,140,88,1000,0,,6,,5.3
238,금산,2022-03-25 09:00,7.8,,.8,140,74,999.6,.4,,8,,9.6
238,금산,2022-03-25 10:00,10.8,,1.4,110,62,999.3,.6,,8,,14.8
238,금산,2022-03-25 11:00,14.1,,1.1,110,49,998.5,.9,,8,,19.7
238,금산,2022-03-25 12:00,16.2,,1.7,110,38,997.3,1,,8,,22.5
238,금산,2022-03-25 13:00,17.8,,1.3,90,31,996.6,.7,,9,,22.5
238,금산,2022-03-25 14:00,20.1,,2.2,230,34,995.6,.4,,8,,24
238,금산,2022-03-25 15:00,18.9,,2.2,140,41,994.1,.3,,9,,20.8
238,금산,2022-03-25 16:00,19,,2,110,36,993.4,0,,10,,17.6
238,금산,2022-03-25 17:00,17.9,,2.4,110,40,992.2,0,,10,,14.9
238,금산,2022-03-25 18:00,17.6,,1.9,140,50,991.5,0,,0,,13.2
238,금산,2022-03-25 19:00,17.1,,1.4,160,53,991.2,0,,10,,12.2
238,금산,2022-03-25 20:00,14.7,,1.3,140,76,989.6,,,10,,11.8
238,금산,2022-03-25 21:00,12.7,4.3,.4,0,95,988.7,,,10,,11.6
238,금산,2022-03-25 22:00,12.1,,.7,290,99,987.1,,,10,,11.4
238,금산,2022-03-25 23:00,12.1,,.3,0,100,985,,,10,,11.2
238,금산,2022-03-26 00:00,12.4,10.6,.4,0,100,983,,,10,,11
238,금산,2022-03-26 01:00,13.4,,1.8,140,95,982,,,10,,11.3
238,금산,2022-03-26 02:00,14,,3.3,140,91,980.6,,,10,,11.7
238,금산,2022-03-26 03:00,13.8,5.5,1.8,140,93,979.4,,,10,,11.8
238,금산,2022-03-26 04:00,13.8,,2.3,140,95,977.9,,,10,,12
238,금산,2022-03-26 05:00,14,,2.3,140,97,977,,,10,,12.1
238,금산,2022-03-26 06:00,14.2,7.6,.6,270,98,977,,,9,,12.3
238,금산,2022-03-26 07:00,16,,3.5,230,81,976.5,0,,6,,12.6
238,금산,2022-03-26 08:00,13.7,,4.6,250,85,977.6,0,,9,,12.3
238,금산,2022-03-26 09:00,12,.4,2.1,250,86,977.5,0,,8,,12
238,금산,2022-03-26 10:00,11.4,,1.7,320,89,979.3,0,,10,,12.3
238,금산,2022-03-26 11:00,11.5,,3.2,230,81,979.8,0,,10,,16.7
238,금산,2022-03-26 12:00,10.7,0,3.7,250,83,980.1,0,,9,,13.7
238,금산,2022-03-26 13:00,10.1,,2.5,250,87,981.2,0,,10,,13
238,금산,2022-03-26 14:00,10.4,,2.5,250,86,981.9,0,,9,,12.3
238,금산,2022-03-26 15:00,10.1,,2.8,270,86,983.3,0,,9,,12.2
238,금산,2022-03-26 16:00,10,,2.4,270,87,984.5,0,,10,,11.9
238,금산,2022-03-26 17:00,10.1,,1.5,270,86,984.9,0,,10,,11.2
238,금산,2022-03-26 18:00,10.2,,1.4,270,87,986.2,0,,10,,10.9
238,금산,2022-03-26 19:00,10,,1.5,290,87,987.4,0,,10,,9.8
238,금산,2022-03-26 20:00,9.5,,1.8,290,89,988.3,,,10,,8.4
238,금산,2022-03-26 21:00,8.7,,1.3,270,90,989.8,,,10,,7.4
238,금산,2022-03-26 22:00,8.6,,1.5,290,89,990.3,,,10,,7.6
238,금산,2022-03-26 23:00,7.9,,2.8,270,90,991.7,,,5,,6.4
238,금산,2022-03-27 00:00,7.4,,1.9,270,85,992.1,,,7,,5.8
238,금산,2022-03-27 01:00,7,,1.5,270,85,993,,,7,,5.6
238,금산,2022-03-27 02:00,5,,.3,0,93,993.6,,,5,,4.3
238,금산,2022-03-27 03:00,3.7,,.1,0,98,993.3,,,6,,3.3
238,금산,2022-03-27 04:00,2.4,,0,0,100,993.1,,,0,,2.6
238,금산,2022-03-27 05:00,1.8,,.1,0,100,993.5,,,0,,2.8
238,금산,2022-03-27 06:00,1.9,,.3,0,100,993.9,,,0,,3.9
238,금산,2022-03-27 07:00,1.1,,.9,250,100,994.3,0,,0,,4.3
238,금산,2022-03-27 08:00,1.9,,.4,0,100,994.5,0,,6,,6.2
238,금산,2022-03-27 09:00,4.1,,.2,0,100,994.5,.1,,0,,8.6
238,금산,2022-03-27 10:00,7,,.5,270,100,994.5,1,,6,,15
238,금산,2022-03-27 11:00,12.1,,.6,90,51,993.9,1,,7,,21.3
238,금산,2022-03-27 12:00,14.9,,3.2,290,33,993.5,1,,6,,21.4
238,금산,2022-03-27 13:00,15,,3.2,290,34,993,1,,0,,23.3
238,금산,2022-03-27 14:00,14.8,,3.8,250,39,992.6,1,,5,,22.8
238,금산,2022-03-27 15:00,14,,3.2,270,40,992.7,1,,6,,20
238,금산,2022-03-27 16:00,12.6,,3.6,290,45,993.6,.8,,7,,17.5
238,금산,2022-03-27 17:00,11.8,,3.5,290,50,993.7,.5,,4,,13.7
238,금산,2022-03-27 18:00,10.8,,3.5,290,38,994.4,.8,,4,,9.7
238,금산,2022-03-27 19:00,9.4,,3.6,290,42,995.7,.3,,4,,7.1
238,금산,2022-03-27 20:00,7.5,,1.4,320,33,997.7,,,5,,5.2
238,금산,2022-03-27 21:00,6.1,,2.5,290,30,999.3,,,6,,3.5
238,금산,2022-03-27 22:00,4.5,,1.2,290,39,999.9,,,6,,2.6
238,금산,2022-03-27 23:00,3.2,,1.3,290,47,1000.3,,,0,,1.8
238,금산,2022-03-28 00:00,2.2,,0,0,60,1001,,,3,,1
238,금산,2022-03-28 01:00,.6,,.4,0,65,1001.7,,,0,,.5
238,금산,2022-03-28 02:00,-.4,,.2,0,70,1002.3,,,5,,.5
238,금산,2022-03-28 03:00,-1.4,,.7,320,75,1002.5,,,0,,.4
238,금산,2022-03-28 04:00,-1.3,,.5,180,78,1002.6,,,7,,.4
238,금산,2022-03-28 05:00,-2,,.4,0,82,1003,,,0,,.3
238,금산,2022-03-28 06:00,-2.5,,.2,0,84,1004.1,,,5,,.2
238,금산,2022-03-28 07:00,-2.5,,.9,290,85,1004.9,0,,6,,.3
238,금산,2022-03-28 08:00,-.4,,.3,0,74,1005.7,.6,,5,,1.2
238,금산,2022-03-28 09:00,2.7,,.5,200,63,1005.8,1,,0,,2
238,금산,2022-03-28 10:00,6.4,,.4,0,34,1005.8,1,,5,,11.8
238,금산,2022-03-28 11:00,9,,.9,200,34,1005.6,1,,7,,17.6
238,금산,2022-03-28 12:00,10.8,,1.9,110,28,1005,1,,8,,21.4
238,금산,2022-03-28 13:00,12.1,,1.8,110,26,1004.2,1,,7,,23.5
238,금산,2022-03-28 14:00,13.2,,2.2,90,25,1003.5,1,,0,,26.5
238,금산,2022-03-28 15:00,13.6,,1.8,360,24,1002.9,1,,0,,25.1
238,금산,2022-03-28 16:00,14.6,,1.9,20,23,1002.5,1,,0,,22.8
